Wsk_efek_pp;KPI_epp;KPI_sprzedaz;KPI_ek;Cel_SprzedażyMiesięcznej;Region2;Imię i nazwisko;Number of Records;Oddział (copy);Oddział;Region;czas rozmowy (bin);czas rozmowy;data rozmowy (copy);data rozmowy;kwota zakupu (bin);kwota zakupu;numer klienta;przedstawiciel (klienci4 H2:K7);przedstawiciel
0,037;źle;Źle;klient;22,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;1;06.10.2013;06.10.2013;Niewielki zakupy;37;14;P05;P05
0,001290323;źle;Źle;klient;72;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;93;05.08.2013;05.08.2013;Średnie zakupy;120;12;P03;P03
0,004592593;źle;Źle;klient;74,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;27;06.08.2013;06.08.2013;Średnie zakupy;124;10;P03;P03
0,001049180;źle;Źle;klient;76,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;122;09.10.2013;09.10.2013;Średnie zakupy;128;11;P04;P04
0,002614286;źle;Źle;klient;109,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;70;25.09.2013;25.09.2013;Duże zakupu;183;12;P05;P05
0,002678571;źle;Źle;klient;90;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;56;06.08.2013;06.08.2013;Średnie zakupy;150;4;P05;P05
0,001193182;źle;Źle;klient;63;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;88;23.08.2013;23.08.2013;Średnie zakupy;105;2;P05;P05
0,000569892;źle;Źle;klient;31,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;93;01.08.2013;01.08.2013;Niewielki zakupy;53;6;P03;P03
0,000990991;źle;Źle;klient;66;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;111;01.08.2013;01.08.2013;Średnie zakupy;110;8;P01;P01
0,002178571;źle;Źle;klient;109,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;84;05.10.2013;05.10.2013;Duże zakupu;183;5;P04;P04
0,158;źle;Źle;klient idealny;94,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;1;22.09.2013;22.09.2013;Średnie zakupy;158;7;P01;P01
0,000789116;źle;Źle;klient;69,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;147;15.09.2013;15.09.2013;Średnie zakupy;116;1;P03;P03
0,000451220;źle;Źle;klient;44,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;164;06.08.2013;06.08.2013;Niewielki zakupy;74;4;P02;P02
0,000479167;źle;Źle;klient;13,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;48;22.09.2013;22.09.2013;Niewielki zakupy;23;8;P03;P03
0,005;źle;Źle;klient;78;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;26;14.08.2013;14.08.2013;Średnie zakupy;130;7;P03;P03
0,000801136;źle;Źle;klient;84,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;176;27.09.2013;27.09.2013;Średnie zakupy;141;11;P02;P02
0,004305556;źle;Źle;klient;93;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;36;24.08.2013;24.08.2013;Średnie zakupy;155;14;P03;P03
0,000556604;źle;Źle;klient;35,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;106;08.08.2013;08.08.2013;Niewielki zakupy;59;11;P04;P04
0,000637037;źle;Źle;klient;51,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;135;05.09.2013;05.09.2013;Niewielki zakupy;86;5;P01;P01
0,003338710;źle;Źle;klient;124,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;62;15.08.2013;15.08.2013;Duże zakupu;207;6;P05;P05
0,001801653;źle;Źle;klient;130,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;121;12.08.2013;12.08.2013;Duże zakupu;218;11;P04;P04
0,00105;źle;Źle;klient;63;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;100;28.10.2013;28.10.2013;Średnie zakupy;105;3;P02;P02
0,000333333;źle;Źle;klient;26,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;132;29.09.2013;29.09.2013;Niewielki zakupy;44;14;P01;P01
0,000311111;źle;Źle;klient;25,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;135;29.10.2013;29.10.2013;Niewielki zakupy;42;1;P03;P03
0,001289157;źle;Źle;klient;64,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;83;24.10.2013;24.10.2013;Średnie zakupy;107;7;P01;P01
0,000528736;źle;Źle;klient;27,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;87;05.09.2013;05.09.2013;Niewielki zakupy;46;10;P01;P01
0,036;źle;Źle;klient;43,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;2;21.09.2013;21.09.2013;Niewielki zakupy;72;10;P04;P04
0,000971429;źle;Źle;klient;102;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;175;16.10.2013;16.10.2013;Średnie zakupy;170;7;P02;P02
0,001692308;źle;Źle;klient;92,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;91;23.08.2013;23.08.2013;Średnie zakupy;154;8;P05;P05
0,000836364;źle;Źle;klient;27,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;55;01.10.2013;01.10.2013;Niewielki zakupy;46;9;P01;P01
0,001915789;źle;Źle;klient;109,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;95;17.09.2013;17.09.2013;Duże zakupu;182;15;P05;P05
0,0105;źle;Źle;klient;63;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;10;20.08.2013;20.08.2013;Średnie zakupy;105;10;P04;P04
0,000970803;źle;Źle;klient;79,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;137;28.08.2013;28.08.2013;Średnie zakupy;133;3;P03;P03
0,004630435;źle;Źle;klient;127,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;46;01.10.2013;01.10.2013;Duże zakupu;213;6;P05;P05
0,005583333;źle;Źle;klient;120,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;36;18.10.2013;18.10.2013;Duże zakupu;201;6;P01;P01
0,009782609;źle;Źle;klient;135;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;23;04.10.2013;04.10.2013;Duże zakupu;225;2;P01;P01
0,000264706;źle;Źle;klient;27;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;170;28.10.2013;28.10.2013;Niewielki zakupy;45;8;P03;P03
0,001911765;źle;Źle;klient;78;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;68;19.08.2013;19.08.2013;Średnie zakupy;130;8;P03;P03
0,003272727;źle;Źle;klient;86,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;44;22.09.2013;22.09.2013;Średnie zakupy;144;6;P01;P01
0,001877778;źle;Źle;klient;101,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;90;12.09.2013;12.09.2013;Średnie zakupy;169;4;P05;P05
0,001082192;źle;Źle;klient;94,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;146;27.10.2013;27.10.2013;Średnie zakupy;158;2;P04;P04
0,000387097;źle;Źle;klient;28,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;124;04.08.2013;04.08.2013;Niewielki zakupy;48;11;P04;P04
0,000177215;źle;Źle;klient;16,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;158;23.09.2013;23.09.2013;Niewielki zakupy;28;9;P05;P05
0,000392857;źle;Źle;klient;26,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;112;17.09.2013;17.09.2013;Niewielki zakupy;44;7;P05;P05
0,021;źle;Źle;klient;100,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;8;30.10.2013;30.10.2013;Średnie zakupy;168;3;P03;P03
0,001652174;źle;Źle;klient;91,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;92;09.10.2013;09.10.2013;Średnie zakupy;152;15;P04;P04
0,004916667;źle;Źle;klient;106,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;36;22.09.2013;22.09.2013;Średnie zakupy;177;5;P03;P03
0,0125;źle;Źle;klient;90;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;12;13.10.2013;13.10.2013;Średnie zakupy;150;4;P04;P04
0,014333333;źle;Źle;klient;103,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;12;15.10.2013;15.10.2013;Średnie zakupy;172;12;P01;P01
0,002363636;źle;Źle;klient;46,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;33;13.08.2013;13.08.2013;Niewielki zakupy;78;4;P02;P02
0,000508475;źle;Źle;klient;54;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;177;07.10.2013;07.10.2013;Średnie zakupy;90;4;P04;P04
0,000901786;źle;Źle;klient;60,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;112;26.09.2013;26.09.2013;Średnie zakupy;101;12;P01;P01
0,001178771;źle;Źle;klient;126,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;179;27.10.2013;27.10.2013;Duże zakupu;211;9;P04;P04
0,000824;źle;Źle;klient;61,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;125;01.08.2013;01.08.2013;Średnie zakupy;103;9;P01;P01
0,000879747;źle;Źle;klient;83,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;158;28.08.2013;28.08.2013;Średnie zakupy;139;5;P03;P03
0,004021739;źle;Źle;klient;111;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;46;14.08.2013;14.08.2013;Duże zakupu;185;15;P04;P04
0,000390071;źle;Źle;klient;33;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;141;13.08.2013;13.08.2013;Niewielki zakupy;55;5;P01;P01
0,000308642;źle;Źle;klient;15;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;81;04.10.2013;04.10.2013;Niewielki zakupy;25;5;P05;P05
0,000874172;źle;Źle;klient;79,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;151;10.10.2013;10.10.2013;Średnie zakupy;132;12;P01;P01
0,000357576;źle;Źle;klient;35,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;165;25.10.2013;25.10.2013;Niewielki zakupy;59;13;P03;P03
0,000704142;źle;Źle;klient;71,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;169;07.10.2013;07.10.2013;Średnie zakupy;119;4;P03;P03
0,000773333;źle;Źle;klient;34,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;75;15.09.2013;15.09.2013;Niewielki zakupy;58;9;P03;P03
0,001164384;źle;Źle;klient;102;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;146;08.08.2013;08.08.2013;Średnie zakupy;170;11;P02;P02
0,002611111;źle;Źle;klient;112,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;72;22.10.2013;22.10.2013;Duże zakupu;188;13;P04;P04
0,000470588;źle;Źle;klient;24;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;85;07.10.2013;07.10.2013;Niewielki zakupy;40;12;P02;P02
0,000383333;źle;Źle;klient;13,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;60;11.08.2013;11.08.2013;Niewielki zakupy;23;6;P02;P02
0,000813953;źle;Źle;klient;42;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;86;12.09.2013;12.09.2013;Niewielki zakupy;70;4;P01;P01
0,005416667;źle;Źle;klient;78;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;24;24.08.2013;24.08.2013;Średnie zakupy;130;15;P04;P04
0,000806452;źle;Źle;klient;45;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;93;25.10.2013;25.10.2013;Niewielki zakupy;75;14;P04;P04
0,0144;źle;Źle;klient;129,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;15;08.10.2013;08.10.2013;Duże zakupu;216;10;P05;P05
0,000207692;źle;Źle;klient;16,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;130;30.08.2013;30.08.2013;Niewielki zakupy;27;9;P01;P01
0,004955556;źle;Źle;klient;133,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;45;11.10.2013;11.10.2013;Duże zakupu;223;14;P02;P02
0,001016129;źle;Źle;klient;75,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;124;29.09.2013;29.09.2013;Średnie zakupy;126;14;P05;P05
0,003774194;źle;Źle;klient;70,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;31;05.10.2013;05.10.2013;Średnie zakupy;117;12;P04;P04
0,000151724;źle;Źle;klient;13,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;145;07.08.2013;07.08.2013;Niewielki zakupy;22;14;P02;P02
0,000349398;źle;Źle;klient;34,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;166;10.08.2013;10.08.2013;Niewielki zakupy;58;13;P02;P02
0,000535032;źle;Źle;klient;50,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;157;09.08.2013;09.08.2013;Niewielki zakupy;84;15;P04;P04
0,001368421;źle;Źle;klient;93,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;114;19.10.2013;19.10.2013;Średnie zakupy;156;14;P02;P02
0,002344828;źle;Źle;klient;40,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;29;06.08.2013;06.08.2013;Niewielki zakupy;68;15;P05;P05
0,00126875;źle;Źle;klient;121,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;160;09.10.2013;09.10.2013;Duże zakupu;203;4;P04;P04
0,000417476;źle;Źle;klient;25,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;103;12.08.2013;12.08.2013;Niewielki zakupy;43;13;P04;P04
0,001614173;źle;Źle;klient;123;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;127;11.08.2013;11.08.2013;Duże zakupu;205;3;P01;P01
0,001579439;źle;Źle;klient;101,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;107;18.08.2013;18.08.2013;Średnie zakupy;169;8;P02;P02
0,001108108;źle;Źle;klient;49,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;74;27.09.2013;27.09.2013;Niewielki zakupy;82;12;P03;P03
0,000314103;źle;Źle;klient;29,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;156;26.08.2013;26.08.2013;Niewielki zakupy;49;8;P04;P04
0,000779661;źle;Źle;klient;82,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;177;14.10.2013;14.10.2013;Średnie zakupy;138;6;P01;P01
0,000402985;źle;Źle;klient;16,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;67;16.10.2013;16.10.2013;Niewielki zakupy;27;13;P03;P03
0,002333333;źle;Źle;klient;50,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;36;10.08.2013;10.08.2013;Niewielki zakupy;84;12;P04;P04
0,004891304;źle;Źle;klient;135;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;46;08.10.2013;08.10.2013;Duże zakupu;225;13;P05;P05
0,000397059;źle;Źle;klient;16,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;68;12.08.2013;12.08.2013;Niewielki zakupy;27;7;P03;P03
0,000160305;źle;Źle;klient;12,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;131;09.10.2013;09.10.2013;Niewielki zakupy;21;9;P03;P03
0,000670659;źle;Źle;klient;67,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;167;06.09.2013;06.09.2013;Średnie zakupy;112;4;P02;P02
0,0005625;źle;Źle;klient;16,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;48;19.10.2013;19.10.2013;Niewielki zakupy;27;15;P05;P05
0,000610294;źle;Źle;klient;49,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;136;20.10.2013;20.10.2013;Niewielki zakupy;83;14;P02;P02
0,000165517;źle;Źle;klient;14,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;145;09.09.2013;09.09.2013;Niewielki zakupy;24;9;P02;P02
0,002476190;źle;Źle;klient;124,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;84;16.09.2013;16.09.2013;Duże zakupu;208;12;P03;P03
0,005956522;źle;Źle;klient;82,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;23;12.09.2013;12.09.2013;Średnie zakupy;137;14;P04;P04
0,025571429;źle;Źle;klient;107,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;7;18.08.2013;18.08.2013;Średnie zakupy;179;6;P01;P01
0,0010625;źle;Źle;klient;112,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;176;11.08.2013;11.08.2013;Duże zakupu;187;12;P04;P04
0,006423077;źle;Źle;klient;100,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;26;19.09.2013;19.09.2013;Średnie zakupy;167;9;P01;P01
0,000991803;źle;Źle;klient;72,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;122;06.10.2013;06.10.2013;Średnie zakupy;121;8;P03;P03
0,006321429;źle;Źle;klient;106,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;28;29.08.2013;29.08.2013;Średnie zakupy;177;11;P03;P03
0,00548;źle;Źle;klient;82,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;25;19.09.2013;19.09.2013;Średnie zakupy;137;5;P02;P02
0,005212121;źle;Źle;klient;103,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;33;11.09.2013;11.09.2013;Średnie zakupy;172;5;P04;P04
0,000731844;źle;Źle;klient;78,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;179;26.10.2013;26.10.2013;Średnie zakupy;131;14;P04;P04
0,00209375;źle;Źle;klient;120,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;96;08.09.2013;08.09.2013;Duże zakupu;201;14;P03;P03
0,000403974;źle;Źle;klient;36,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;151;08.10.2013;08.10.2013;Niewielki zakupy;61;6;P01;P01
0,059666667;źle;Źle;klient;107,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;3;05.10.2013;05.10.2013;Średnie zakupy;179;1;P02;P02
0,001109375;źle;Źle;klient;85,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;128;22.08.2013;22.08.2013;Średnie zakupy;142;6;P05;P05
0,001023622;źle;Źle;klient;78;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;127;28.08.2013;28.08.2013;Średnie zakupy;130;10;P02;P02
0,0036;źle;Źle;klient;32,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;15;28.08.2013;28.08.2013;Niewielki zakupy;54;5;P04;P04
0,000566879;źle;Źle;klient;53,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;157;04.09.2013;04.09.2013;Niewielki zakupy;89;15;P02;P02
0,001545455;źle;Źle;klient;122,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;132;15.09.2013;15.09.2013;Duże zakupu;204;13;P04;P04
0,001208333;źle;Źle;klient;17,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;24;26.09.2013;26.09.2013;Niewielki zakupy;29;6;P02;P02
0,000853503;źle;Źle;klient;80,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;157;30.10.2013;30.10.2013;Średnie zakupy;134;10;P05;P05
0,001064935;źle;Źle;klient;98,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;154;25.09.2013;25.09.2013;Średnie zakupy;164;4;P03;P03
0,000464286;źle;Źle;klient;31,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;112;12.08.2013;12.08.2013;Niewielki zakupy;52;11;P04;P04
0,00312;źle;Źle;klient;93,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;50;30.08.2013;30.08.2013;Średnie zakupy;156;6;P05;P05
0,000649123;źle;Źle;klient;44,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;114;25.10.2013;25.10.2013;Niewielki zakupy;74;13;P02;P02
0,000769231;źle;Źle;klient;72;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;156;24.10.2013;24.10.2013;Średnie zakupy;120;15;P01;P01
0,000755814;źle;Źle;klient;39;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;86;02.09.2013;02.09.2013;Niewielki zakupy;65;14;P05;P05
0,000251701;źle;Źle;klient;22,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;147;04.10.2013;04.10.2013;Niewielki zakupy;37;7;P01;P01
0,002803279;źle;Źle;klient;102,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;61;04.08.2013;04.08.2013;Średnie zakupy;171;6;P03;P03
0,001916667;źle;Źle;klient;27,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;24;12.10.2013;12.10.2013;Niewielki zakupy;46;4;P02;P02
0,001784615;źle;Źle;klient;69,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;65;17.08.2013;17.08.2013;Średnie zakupy;116;6;P03;P03
0,00133;źle;Źle;klient;79,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;100;25.10.2013;25.10.2013;Średnie zakupy;133;4;P05;P05
0,003627451;źle;Źle;klient;111;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;51;26.10.2013;26.10.2013;Duże zakupu;185;4;P04;P04
0,001724138;źle;Źle;klient;30;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;29;13.08.2013;13.08.2013;Niewielki zakupy;50;4;P05;P05
0,001223464;źle;Źle;klient;131,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;179;14.10.2013;14.10.2013;Duże zakupu;219;1;P02;P02
0,001381579;źle;Źle;klient;126;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;152;12.09.2013;12.09.2013;Duże zakupu;210;4;P04;P04
0,001491803;źle;Źle;klient;109,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;122;05.10.2013;05.10.2013;Duże zakupu;182;9;P01;P01
0,003857143;źle;Źle;klient;81;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;35;14.08.2013;14.08.2013;Średnie zakupy;135;3;P01;P01
0,001321839;źle;Źle;klient;69;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;87;10.09.2013;10.09.2013;Średnie zakupy;115;9;P05;P05
0,006966667;źle;Źle;klient;125,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;30;30.08.2013;30.08.2013;Duże zakupu;209;10;P02;P02
0,001320611;źle;Źle;klient;103,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;131;01.10.2013;01.10.2013;Średnie zakupy;173;13;P02;P02
0,001131387;źle;Źle;klient;93;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;137;01.10.2013;01.10.2013;Średnie zakupy;155;6;P01;P01
0,007;źle;Źle;klient;67,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;16;02.10.2013;02.10.2013;Średnie zakupy;112;12;P03;P03
0,003625;źle;Źle;klient;121,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;56;28.09.2013;28.09.2013;Duże zakupu;203;6;P03;P03
0,000147929;źle;Źle;klient;15;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;169;24.10.2013;24.10.2013;Niewielki zakupy;25;11;P02;P02
0,008;źle;Źle;klient;48;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;10;22.08.2013;22.08.2013;Niewielki zakupy;80;12;P05;P05
0,002666667;źle;Źle;klient;33,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;21;01.10.2013;01.10.2013;Niewielki zakupy;56;15;P04;P04
0,056;źle;Źle;klient;134,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;4;31.08.2013;31.08.2013;Duże zakupu;224;13;P03;P03
0,001349593;źle;Źle;klient;99,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;123;13.10.2013;13.10.2013;Średnie zakupy;166;3;P05;P05
0,000824176;źle;Źle;klient;45;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;91;21.08.2013;21.08.2013;Niewielki zakupy;75;12;P03;P03
0,0131875;źle;Źle;klient;126,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;16;15.09.2013;15.09.2013;Duże zakupu;211;3;P04;P04
